car;area;mun
 RN-2404705-61C6B8994A2E4D99B9BC0C42050F8E75;96661;Ipanguaçu
 RN-2404705-72F314C15FE94482AD38504671AD6192;146641;Ipanguaçu
 RN-2404705-599803FF1EAF4AAAAAE54CD57A9A25A5;102721;Ipanguaçu
 RN-2404705-128416BE0BA5495E9C7AA0CFF8CD9878;261531;Ipanguaçu
 RN-2404705-B39309918ED64A589665157B10A25E4A;113056;Ipanguaçu
 RN-2404705-1E2EA859B7B546C1A842C5043CEAB9BD;118236;Ipanguaçu
 RN-2404705-E0BDC728AE9F4D51998F3E8E0914AAA7;229223;Ipanguaçu
 RN-2404705-BAC2F70BD086402E9798B6273D5C2E53;149931;Ipanguaçu
 RN-2404705-1F4AA7DCD4764885934B0FCD2B12D268;786817;Ipanguaçu
 RN-2404705-32F7BFD45F1D4C26AE2F07CF8B9E94E1;429172;Ipanguaçu
 RN-2404705-A8F065DC876A4163BE30C94152B7A2C9;3972006;Ipanguaçu
 RN-2404705-DF36BE743E1B43C4A5D75DC65B2DC542;6165257;Ipanguaçu
 RN-2404705-C2A9E55E41BE4C75AEDEC1F0639D5DE0;196159;Ipanguaçu
 RN-2404705-338BF0C31ED049D281E5BC090D50EDCB;144018;Ipanguaçu
 RN-2404705-51D9F66B52A7412E9214E454D4207CA2;158143;Ipanguaçu
 RN-2404705-C9236796E9814A01805105889545A087;154712;Ipanguaçu
 RN-2404705-0EA25587442A4C49AA74FA73EFD23D5C;234426;Ipanguaçu
 RN-2404705-2FE7C5EF236F4FD2A66495E7A5D2967E;143719;Ipanguaçu
 RN-2404705-9870DE5ECF504BF78259BA5E0300EB85;1216762;Ipanguaçu
 RN-2404705-05BBE8C8C5CE4D5AA53C227C3616218F;74679;Ipanguaçu
 RN-2404705-280E8A26C221413A9EB8892707A7F766;30382;Ipanguaçu
 RN-2404705-86DB3A76A2CA423CAB042C5A726D1DC8;28691;Ipanguaçu
 RN-2404705-E0120D6827734A4B82F0494112C4140C;145108;Ipanguaçu
 RN-2404705-1E11949FF22847A893E235B29B0A3368;77644;Ipanguaçu
 RN-2404705-8B974FB3C5B74C53B50976CC47942B24;229223;Ipanguaçu
 RN-2404705-96B2DA10E857460784AD1DE1A355F6A5;66389;Ipanguaçu
 RN-2404705-53ACF44DA7E14CBDA3FCFA0DD4FEE8BC;1238122;Ipanguaçu
 RN-2404705-633AC4C14F9A4EC997957084C852F3EB;757039;Ipanguaçu
 RN-2404705-B5ABB1CAC39C4ACAA44BE254176BEBC3;748061;Ipanguaçu
 RN-2404705-AD6DC20FAF1B40DFB64D1C85CD36E16E;200848;Ipanguaçu
 RN-2404705-D6D98D16127C429283334AB00FC4CC4A;2747143;Ipanguaçu
 RN-2404705-BB42088913564826B2D62877140255BC;283097;Ipanguaçu
 RN-2404705-58776D033E604AFC8596FA3D1812CC5A;1714080;Ipanguaçu
 RN-2404705-5A68C3689FEE4386B1BEDBD80B238BAA;3314178;Ipanguaçu
 RN-2404705-ADF2CB7E6EED48A6AAFCA885B499C024;103645;Ipanguaçu
 RN-2404705-B800AB2FB5B24EC7AF31482C122DBF24;131636;Ipanguaçu
 RN-2404705-3BC4FE4F32024A2DAB70243F36246DDD;100305;Ipanguaçu
